Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh,Month,Year
Dallas,08-01-2024 05:55,28.31428791,71.45705481,8.31497437,29.55391799,January,2024
San Jose,30-04-2024 15:39,18.34647782,33.19575085,0.450071595,18.48228965,April,2024
Phoenix,13-03-2024 21:59,8.60614525,76.3819349,5.401382001,8.239080354,March,2024
Los Angeles,06-04-2024 04:54,17.97146016,89.9637025,0.096098698,12.62288775,April,2024
Dallas,10-04-2024 00:45,5.204637351,65.33822868,6.560901525,17.38472775,April,2024
San Jose,06-02-2024 06:40,36.73655689,52.86712773,9.124169276,26.45391182,February,2024
New York,12-05-2024 18:51,1.835495617,64.58122801,3.372054051,22.61774242,May,2024
Philadelphia,16-03-2024 23:47,6.392656025,73.92008818,2.267512301,16.33626778,March,2024
Los Angeles,03-01-2024 05:01,16.79739014,30.25941081,7.303932445,27.85211739,January,2024
San Antonio,01-03-2024 20:18,26.79968848,65.31591813,0.176192056,2.208427459,March,2024
New York,16-01-2024 09:15,17.15391607,66.19020758,7.592946808,25.1932818,January,2024
Chicago,12-05-2024 01:34,9.706378091,83.12831082,6.062779559,10.69059511,May,2024
Dallas,13-01-2024 05:48,1.574861748,68.13572462,4.717307497,5.72459958,January,2024
San Jose,03-01-2024 23:00,22.04974772,69.33642136,8.482550978,15.34116062,January,2024
Los Angeles,18-05-2024 02:11,15.43094256,40.4849874,3.51458928,20.87761684,May,2024
Phoenix,13-02-2024 05:49,-14.67776072,50.70827822,2.868825016,4.175374374,February,2024
Los Angeles,22-04-2024 04:54,18.50788985,67.81610024,5.196564408,26.05715666,April,2024
San Jose,09-04-2024 23:07,12.79866073,64.35605915,8.288344746,8.914991798,April,2024
San Antonio,17-03-2024 22:13,29.46008761,61.77758613,2.206799167,21.02112406,March,2024
Houston,09-05-2024 11:03,-7.27109384,49.20007471,6.551660085,4.394760566,May,2024
Los Angeles,21-04-2024 22:14,4.916995385,39.43464506,7.585120678,6.344230033,April,2024
Los Angeles,06-02-2024 14:15,15.24820615,61.98460084,6.734928292,15.92001915,February,2024
San Jose,13-01-2024 01:52,26.16446022,75.13940896,6.322853029,2.326269903,January,2024
San Jose,09-01-2024 19:29,11.69933951,75.91757279,6.173284528,21.19595498,January,2024
Chicago,07-05-2024 17:06,-8.770092149,86.23815383,1.554204868,16.9167885,May,2024
Los Angeles,01-05-2024 09:01,10.27476115,42.88305892,8.608297676,9.175415443,May,2024
San Jose,09-03-2024 23:05,36.69083967,81.26428488,6.125707041,11.22120871,March,2024
Chicago,03-04-2024 04:41,3.578827922,45.68429756,5.843092139,13.9814183,April,2024
San Antonio,14-04-2024 11:44,39.87115826,46.17041085,3.957133078,6.882225174,April,2024
Philadelphia,14-02-2024 02:46,30.26361776,58.47715699,5.268385344,4.620522018,February,2024
New York,30-04-2024 00:19,28.03438614,32.38763322,2.792251041,17.34793799,April,2024
Dallas,19-01-2024 07:16,26.6258261,49.26518647,8.471924603,4.322723068,January,2024
San Diego,09-02-2024 06:47,12.17911636,70.13719539,6.028886785,8.577755156,February,2024
Chicago,16-03-2024 21:55,29.1977125,40.58664707,8.380569487,17.28511474,March,2024
Chicago,13-05-2024 18:16,2.859501612,30.12337244,4.798607057,2.583541937,May,2024
San Antonio,24-02-2024 22:49,1.660188531,58.12478748,9.304834664,21.45454924,February,2024
Chicago,13-01-2024 17:52,28.8675264,88.75683846,9.851913176,13.66108699,January,2024
Los Angeles,12-02-2024 12:12,0.538048379,55.43525848,5.539508892,0.042959052,February,2024
Chicago,11-03-2024 19:44,1.875685113,45.81296196,8.212144162,13.14149781,March,2024
New York,22-01-2024 06:38,33.38678794,70.37653662,8.51305141,16.72183863,January,2024
Houston,02-03-2024 13:42,22.0659808,38.64460664,1.793002364,6.146712208,March,2024
San Antonio,07-04-2024 06:20,27.88083027,36.91554908,8.892174626,0.039689697,April,2024
Dallas,04-04-2024 11:38,17.7097248,74.77637948,6.702180534,18.24433299,April,2024
San Diego,23-04-2024 17:07,13.37614772,70.65286318,8.677583591,0.309315877,April,2024
New York,27-02-2024 08:25,11.91122826,76.05824068,3.041297234,11.9358262,February,2024
San Antonio,15-05-2024 05:31,30.06577502,87.87134259,9.443355599,27.79383085,May,2024
Los Angeles,26-01-2024 13:54,24.41677813,42.19743915,9.840916087,18.55723379,January,2024
San Antonio,03-02-2024 13:30,7.379025975,80.70181331,9.57176557,9.453000437,February,2024
Dallas,04-05-2024 10:24,32.03679059,67.45241239,0.692987222,17.67891164,May,2024
San Jose,19-03-2024 16:28,0.605501382,35.17861958,2.702271684,2.598240266,March,2024
San Jose,11-01-2024 17:46,17.00464122,74.05717476,1.607090725,3.672308071,January,2024
San Jose,16-04-2024 18:17,3.634435066,70.23469857,4.838354278,17.78079069,April,2024
Chicago,25-02-2024 05:37,17.02111577,56.22371648,8.976277497,13.68670657,February,2024
Chicago,10-01-2024 09:34,7.202546618,57.20480743,6.717205106,20.61244207,January,2024
San Diego,14-05-2024 01:56,-1.572268199,59.31416258,5.9481017,24.81835236,May,2024
Los Angeles,27-04-2024 06:40,35.60711981,73.87733194,5.398753599,0.68427263,April,2024
Dallas,23-04-2024 16:22,21.26844086,60.76894347,7.958119195,25.15292037,April,2024
Philadelphia,24-01-2024 12:53,22.2489255,73.44853723,3.425127848,2.889811806,January,2024
Los Angeles,20-03-2024 18:05,-6.199317921,69.5731862,7.027260689,23.91989545,March,2024
San Diego,08-01-2024 09:30,22.80362211,78.9048834,5.207998419,14.43841916,January,2024
San Antonio,24-02-2024 10:12,24.11212156,64.39437637,0.141818585,24.61113428,February,2024
Phoenix,13-05-2024 02:13,30.8631848,35.1892229,2.013245053,9.150955949,May,2024
Los Angeles,04-05-2024 08:41,4.054628231,79.66051797,3.147941735,9.193686935,May,2024
San Antonio,16-01-2024 22:40,1.453133074,66.82377632,7.157804478,26.49966453,January,2024
San Antonio,23-04-2024 15:58,19.4541789,45.93505961,4.49843484,15.72391757,April,2024
San Jose,10-03-2024 07:21,21.54138213,42.20250429,8.515296498,2.240447508,March,2024
Chicago,24-01-2024 04:09,13.1640236,87.3852616,2.850976225,1.403219067,January,2024
San Antonio,08-04-2024 20:27,19.91539607,34.1339599,3.332271973,22.59453114,April,2024
San Antonio,24-03-2024 18:18,16.99348432,70.66298733,3.398827148,23.01771244,March,2024
Philadelphia,20-03-2024 15:39,-9.736254451,44.26628687,9.949698097,2.520277904,March,2024
San Diego,31-03-2024 17:40,-8.429310503,37.06080759,2.996032166,16.8665566,March,2024
San Jose,05-01-2024 20:21,18.1091516,73.2818183,1.396592033,22.32453663,January,2024
San Jose,16-02-2024 16:27,-5.976020828,64.809791,7.700842454,15.76885403,February,2024
Chicago,11-02-2024 06:13,-0.9331277,68.19322279,7.095539508,22.351059,February,2024
Philadelphia,28-03-2024 14:48,35.82031505,59.94462272,6.229327865,25.87591689,March,2024
San Jose,29-03-2024 13:38,34.79573107,42.01333311,3.568617994,19.0259421,March,2024
San Jose,26-01-2024 06:30,-3.964586571,44.72862384,4.864818123,12.02697353,January,2024
Dallas,14-05-2024 11:41,21.70637657,45.68471943,5.719276014,11.65707056,May,2024
New York,16-01-2024 05:17,-3.341730621,59.4135798,4.695041375,12.2425402,January,2024
Los Angeles,04-05-2024 00:11,29.10231097,61.30336308,3.142833203,24.30294739,May,2024
Los Angeles,18-03-2024 18:31,38.08305272,57.17929822,6.044469083,9.160703793,March,2024
Chicago,16-01-2024 23:48,24.79760143,59.54083761,8.683480064,10.2649901,January,2024
Phoenix,30-04-2024 21:13,33.39593131,84.59653531,3.586315205,22.56529355,April,2024
Houston,18-04-2024 09:02,-5.479941457,55.0155565,6.876977067,16.39441715,April,2024
New York,19-03-2024 05:35,9.520905372,89.98926139,8.338154641,29.96187048,March,2024
New York,12-02-2024 11:24,-6.21219595,32.92144675,0.271812545,2.176706176,February,2024
Philadelphia,23-03-2024 16:00,28.83795932,35.87032832,6.949332481,9.966487936,March,2024
San Antonio,01-05-2024 11:07,25.28956527,70.83547851,6.781788496,0.014311835,May,2024
Phoenix,09-05-2024 03:53,21.98403338,56.14754031,5.950670008,25.36923336,May,2024
Chicago,07-02-2024 00:24,29.88479241,44.62935938,9.534708748,8.367501591,February,2024
Dallas,16-05-2024 04:33,29.96377848,69.13453809,7.384067112,28.89366102,May,2024
San Diego,19-03-2024 01:34,20.2357118,85.05052814,8.042210019,25.03981822,March,2024
Chicago,03-05-2024 07:34,25.58560641,32.77602085,9.177536268,22.19474965,May,2024
Phoenix,16-03-2024 10:25,6.919883682,70.07723616,4.346286481,26.3602976,March,2024
Houston,03-01-2024 00:49,0.154786078,65.24547724,3.770995263,16.04844325,January,2024
Houston,18-02-2024 16:11,0.428146704,84.07370815,1.759051887,10.01944954,February,2024
Los Angeles,26-04-2024 00:59,32.73160857,86.58176815,3.431462832,0.304037153,April,2024
Dallas,06-02-2024 19:27,3.449869337,46.50435312,9.317956542,17.36203017,February,2024
Los Angeles,15-04-2024 09:36,-1.100100996,85.53079381,9.349958593,5.551611227,April,2024
New York,06-02-2024 11:41,-0.931754094,73.4194864,6.304162641,11.92834984,February,2024
Phoenix,23-02-2024 05:11,-13.04946287,80.97148592,3.287396735,5.62340394,February,2024
San Antonio,10-04-2024 01:42,-0.58028513,32.40010419,6.418153881,23.51970666,April,2024
Dallas,11-03-2024 23:33,4.762775574,83.05496582,9.714070715,4.781805604,March,2024
Dallas,13-05-2024 09:16,18.64806239,49.12765867,4.082851386,28.79428505,May,2024
New York,16-03-2024 08:45,21.79488493,85.50336586,5.322065364,2.111563339,March,2024
San Antonio,19-02-2024 06:50,13.53978158,78.77426995,9.876134752,2.99127397,February,2024
Dallas,14-03-2024 16:04,28.00423386,87.5355889,9.781479382,22.30568073,March,2024
Phoenix,25-03-2024 05:52,6.132934651,48.55298942,6.272452448,6.573512251,March,2024
Philadelphia,09-04-2024 01:08,24.7714898,46.41832015,7.162091297,17.34450646,April,2024
Houston,04-01-2024 13:50,-3.017328173,78.40448009,7.274714997,11.36762078,January,2024
Los Angeles,05-05-2024 14:11,0.527336247,49.05334559,3.043789037,22.77651331,May,2024
San Jose,06-03-2024 23:53,-2.282003125,35.85610049,9.110628113,25.7281538,March,2024
Chicago,27-02-2024 17:29,6.966925056,32.18515645,1.208778162,26.58456613,February,2024
San Diego,17-03-2024 10:25,29.89637539,83.84425798,9.283136995,23.05612849,March,2024
Chicago,19-01-2024 20:14,26.48816936,41.29144853,2.551665157,27.57509919,January,2024
San Antonio,09-05-2024 02:45,7.31786522,79.43887892,7.829037122,19.20347765,May,2024
Phoenix,09-02-2024 18:31,23.39023299,31.97495359,8.316970972,3.67494663,February,2024
San Diego,08-03-2024 02:46,10.95550765,49.11681921,2.20203303,1.173616303,March,2024
Chicago,26-03-2024 17:47,30.60493494,65.86573149,2.068425813,2.372825608,March,2024
Chicago,29-04-2024 05:29,30.33361485,70.7987069,2.285351109,20.66386256,April,2024
San Antonio,06-05-2024 23:17,8.2455672,33.98712524,9.076596028,16.37898836,May,2024
San Jose,05-05-2024 22:34,37.99570809,61.94123902,7.094516364,8.601793715,May,2024
San Jose,09-03-2024 13:11,3.298461001,58.94979034,9.758874677,19.19171964,March,2024
New York,28-03-2024 17:35,35.11151581,62.934616,3.940234908,15.11764616,March,2024
Philadelphia,02-03-2024 07:51,25.55462461,33.90044088,6.055371801,8.36438829,March,2024
Dallas,09-01-2024 03:30,33.01683037,37.65891688,1.038865142,11.15000953,January,2024
New York,07-04-2024 11:31,-2.807787851,38.73986972,9.027658943,25.50494564,April,2024
Dallas,03-05-2024 06:35,9.430401868,48.99539609,3.830394925,28.70178903,May,2024
Phoenix,10-02-2024 11:15,28.48581007,88.41069097,7.566856146,18.55474418,February,2024
Los Angeles,03-02-2024 05:47,15.78482519,70.6307138,0.887952523,28.63424082,February,2024
Chicago,28-01-2024 15:40,39.96231968,46.27938173,2.469378522,24.59000907,January,2024
Los Angeles,02-05-2024 08:27,11.73762818,37.75593974,4.907678811,28.96817746,May,2024
Phoenix,19-01-2024 14:21,-15.66057035,44.28016308,11.56814172,9.287006715,January,2024
Dallas,07-05-2024 09:44,35.14751408,85.73943835,3.961256347,23.51865126,May,2024
Houston,25-01-2024 15:26,33.71251642,80.11587342,6.047738943,12.01894148,January,2024
San Jose,05-05-2024 22:20,38.548721,68.6999455,0.446908548,24.10281229,May,2024
Phoenix,15-01-2024 02:43,24.35239997,61.88805749,7.060926669,28.31204444,January,2024
Phoenix,13-04-2024 19:40,27.99240233,54.36675883,0.785821581,22.89609771,April,2024
Houston,21-03-2024 18:01,9.571543688,72.88213199,4.613515686,29.01595307,March,2024
Philadelphia,31-01-2024 09:50,38.20395287,56.17013651,3.9984475,27.16613608,January,2024
Philadelphia,18-04-2024 00:26,30.03692047,47.42715023,1.296392174,1.729844953,April,2024
Philadelphia,01-05-2024 14:34,6.045746501,52.06247939,0.715309746,9.084118256,May,2024
San Antonio,13-03-2024 02:06,5.598189392,89.31990166,8.782718047,9.24185412,March,2024
San Antonio,16-03-2024 01:08,19.50948607,35.62127302,3.50480991,1.632448581,March,2024
New York,15-03-2024 09:18,23.80648666,37.27610003,2.277924445,23.56901676,March,2024
Chicago,05-04-2024 12:38,21.33696768,42.43478482,4.676196162,26.52734584,April,2024
Phoenix,04-01-2024 09:53,-6.4628164,60.05288969,6.046499159,19.97484558,January,2024
Los Angeles,26-02-2024 02:38,-3.332291981,81.34917624,5.005315323,22.00076588,February,2024
Los Angeles,07-01-2024 23:03,6.124623137,48.0148874,8.497567638,14.72058228,January,2024
San Diego,06-05-2024 09:06,20.4461873,32.74872287,5.915639808,25.28058252,May,2024
Philadelphia,25-04-2024 22:22,21.02685929,36.52943221,5.465007895,14.63816046,April,2024
Los Angeles,01-02-2024 10:45,-6.63272352,69.04088633,3.645344476,25.29460131,February,2024
San Jose,08-02-2024 06:00,14.33256537,61.01092253,8.439181956,1.233465395,February,2024
San Jose,31-01-2024 12:31,-9.454053423,54.70291853,5.721902347,9.235092092,January,2024
Los Angeles,05-04-2024 13:12,35.78575829,42.95657143,0.407429115,11.78212741,April,2024
Dallas,23-03-2024 17:52,27.82824286,37.76873811,0.253777446,27.04189646,March,2024
Dallas,21-03-2024 19:15,-5.719567681,69.0339398,6.404218757,18.22803813,March,2024
Houston,03-05-2024 19:30,28.75530432,82.70787217,4.710874648,19.68889765,May,2024
New York,22-03-2024 23:15,17.46968698,34.56432691,4.190423233,20.1780263,March,2024
Philadelphia,05-05-2024 22:39,5.961368567,70.38873701,2.866432158,8.578412953,May,2024
San Jose,26-02-2024 07:19,12.46905253,88.47247985,3.745265631,25.13086998,February,2024
San Antonio,11-05-2024 23:36,24.4674282,50.24883422,5.409751726,2.564688199,May,2024
Los Angeles,29-04-2024 16:45,18.08146283,85.18535474,4.329156072,3.293068126,April,2024
San Diego,04-02-2024 12:24,4.031587788,51.78015734,5.848181395,20.8486164,February,2024
Dallas,23-01-2024 14:14,25.2857565,73.66976155,9.247501009,5.193981213,January,2024
San Jose,15-02-2024 08:21,29.17108065,35.80368119,5.677807527,3.191076946,February,2024
San Jose,04-01-2024 21:22,-1.588907316,42.26486171,3.891675903,12.8399171,January,2024
Los Angeles,13-02-2024 03:20,-4.982621505,54.54331226,5.046659781,17.5066768,February,2024
New York,28-04-2024 03:15,35.91795495,55.45319411,7.546793417,21.27413031,April,2024
San Diego,02-04-2024 20:42,15.17381457,50.84430899,5.031822518,11.53817954,April,2024
San Jose,02-04-2024 22:08,-5.862379164,33.8909779,3.453030908,7.165268101,April,2024
San Diego,23-03-2024 04:59,7.700511934,48.99560954,5.311341714,14.71667327,March,2024
San Diego,29-04-2024 11:04,32.52706575,62.26138478,0.464418999,5.306957546,April,2024
San Antonio,08-04-2024 01:57,-9.77747716,31.63246734,8.685144642,10.26898459,April,2024
Philadelphia,25-04-2024 14:07,4.465867611,59.34200468,1.548522187,1.91641962,April,2024
Los Angeles,16-04-2024 10:10,-2.663125329,78.88656771,9.233167065,24.05587097,April,2024
Houston,10-01-2024 16:03,5.829594107,86.2282252,1.729235323,23.64466816,January,2024
Chicago,21-01-2024 21:04,24.61287078,67.30343693,5.778794613,24.90238673,January,2024
Houston,08-03-2024 19:29,8.908592711,58.78672729,9.815432879,12.572792,March,2024
Los Angeles,13-04-2024 16:06,-4.354634034,33.40719396,8.084439646,11.11542743,April,2024
Houston,17-04-2024 17:16,26.44164169,72.1018131,4.54348018,4.664782435,April,2024
Philadelphia,04-02-2024 23:34,33.15082148,59.30328016,0.218706865,1.553228792,February,2024
San Antonio,23-03-2024 03:11,21.78031798,35.66525669,6.003306287,19.63335017,March,2024
San Jose,20-01-2024 01:01,39.00008105,42.80408455,8.694532681,6.046199086,January,2024
Phoenix,11-02-2024 15:28,20.34912884,62.66621954,7.382516123,4.679492621,February,2024
San Antonio,26-03-2024 17:59,35.36288824,51.51451414,8.033693104,7.842968785,March,2024
San Antonio,14-03-2024 12:00,-8.268740673,72.56186809,5.704187654,3.196946875,March,2024
Phoenix,17-05-2024 01:12,39.19961462,73.66907437,4.15311858,14.69432201,May,2024
Chicago,10-04-2024 09:10,28.58780316,83.8899426,9.858345056,7.203307537,April,2024
New York,03-02-2024 00:44,33.66840066,57.07567949,1.295574074,13.64264332,February,2024
Dallas,02-02-2024 13:48,14.57698776,81.54110287,5.624893306,11.38994618,February,2024
Phoenix,19-03-2024 18:53,13.19501239,64.38876175,5.219776509,13.42262226,March,2024
Dallas,17-04-2024 09:04,9.310145362,63.10838071,8.151993592,21.15534604,April,2024
San Jose,26-03-2024 18:06,33.21942097,50.21032925,1.201597124,28.98091262,March,2024
Houston,19-03-2024 23:53,15.74405714,35.85907106,6.452558242,17.04972611,March,2024
San Antonio,10-01-2024 00:07,-0.471552142,77.25500403,5.98607934,29.19132785,January,2024
San Antonio,15-04-2024 16:19,12.78518118,63.5396831,4.484856156,14.40038965,April,2024
Chicago,01-02-2024 08:49,-6.708940185,72.11116644,8.74990763,18.56400155,February,2024
New York,16-01-2024 01:27,28.52599645,33.01114018,7.132103722,24.65044661,January,2024
Philadelphia,04-02-2024 06:21,10.1135916,35.4355692,8.978258013,4.718967087,February,2024
Phoenix,05-05-2024 06:10,1.602035676,72.84203395,9.857880224,29.94769999,May,2024
San Diego,14-02-2024 04:20,25.89126427,67.35303666,9.371839728,24.63014378,February,2024
San Jose,18-04-2024 12:31,-7.463932011,30.7627142,1.71227412,16.30314784,April,2024
Dallas,08-05-2024 06:54,14.60700855,49.6350408,9.194414876,6.073297657,May,2024
New York,11-01-2024 14:00,20.82785237,32.49257421,3.918406668,21.09462201,January,2024
Dallas,30-01-2024 20:01,-9.633742021,62.53653416,5.741301591,28.16442786,January,2024
Philadelphia,12-03-2024 17:43,8.461661107,67.44027301,9.502567127,12.3697933,March,2024
New York,07-01-2024 01:25,15.42778222,88.76028828,2.699296114,29.43148679,January,2024
Phoenix,22-04-2024 17:29,1.18621596,79.53636249,8.591397852,7.028034279,April,2024
Phoenix,15-04-2024 03:48,20.45689958,73.96265803,0.495268693,6.479497453,April,2024
San Jose,12-04-2024 17:40,8.243430544,77.88511281,0.022680093,3.256944859,April,2024
San Antonio,03-05-2024 11:45,22.391911,78.9428332,7.942202459,5.570720487,May,2024
San Antonio,07-04-2024 17:09,-1.256464276,86.68482864,3.117017733,20.06228451,April,2024
Philadelphia,16-01-2024 13:30,-6.163875143,44.26294127,6.715560633,19.40764446,January,2024
San Jose,05-02-2024 13:22,11.97125668,43.04190501,1.586052052,25.83707103,February,2024
Chicago,22-02-2024 12:26,17.63440589,55.56505574,9.46425374,6.785335941,February,2024
Phoenix,01-03-2024 16:00,19.82982677,88.98913287,1.810271236,2.274658348,March,2024
Dallas,25-03-2024 06:23,23.57852463,77.58273623,4.884383996,13.92087,March,2024
Los Angeles,18-02-2024 10:34,33.13863073,87.14281582,1.203088957,28.3738402,February,2024
San Jose,14-03-2024 11:51,23.5164653,82.48389042,8.142623097,29.63388561,March,2024
Los Angeles,23-04-2024 02:46,25.52467508,49.67148385,6.897910949,21.0280522,April,2024
Chicago,17-02-2024 08:41,28.03015049,47.48720145,3.514373925,13.49166882,February,2024
San Diego,03-05-2024 03:41,-1.106968708,48.52202964,6.810569267,23.12282437,May,2024
Philadelphia,02-02-2024 17:08,39.6079651,73.60802882,2.21741612,13.76383187,February,2024
San Diego,16-04-2024 14:19,27.44927419,77.07064535,3.606694433,11.61225208,April,2024
Philadelphia,29-02-2024 01:52,3.095272728,61.55312453,3.320800153,6.660545394,February,2024
Houston,05-05-2024 07:34,8.327342715,64.9685584,6.261802294,14.3150953,May,2024
San Antonio,19-04-2024 05:10,39.72255796,31.03017723,2.656039496,25.58462816,April,2024
Chicago,15-04-2024 11:28,29.43632784,69.76087652,9.494459003,9.186071259,April,2024
New York,18-05-2024 04:59,11.0436756,78.05277667,9.053143642,7.305142679,May,2024
Chicago,17-04-2024 20:37,35.73898562,41.51803792,2.421117269,15.97990772,April,2024
Dallas,30-04-2024 21:04,22.66292893,66.05322515,7.781870458,24.45764694,April,2024
Phoenix,06-04-2024 00:01,21.99465203,74.51765758,4.584924942,25.83040086,April,2024
Houston,07-01-2024 03:25,10.08799898,64.22540452,0.298631967,8.666075878,January,2024
Phoenix,25-04-2024 23:53,-5.315434787,80.31648148,0.61763503,2.336356747,April,2024
Houston,29-03-2024 21:41,13.41513358,85.65953035,7.171589989,6.324922403,March,2024
Philadelphia,22-04-2024 12:48,1.724135758,67.91324293,5.180810027,14.79252468,April,2024
San Antonio,17-05-2024 11:10,-2.584778289,58.99787729,4.959442695,28.36412079,May,2024
San Antonio,26-03-2024 10:59,38.3499298,43.67614419,5.774755922,5.410922172,March,2024
New York,26-01-2024 06:16,28.79589706,85.27640908,0.139529299,15.29924421,January,2024
Phoenix,14-01-2024 13:12,24.3054121,70.99288428,12.7730881,2.458206016,January,2024
Phoenix,25-01-2024 04:19,31.48723276,54.55130035,6.577182118,9.738770891,January,2024
Phoenix,22-03-2024 19:07,29.97788876,67.03338075,0.237340559,22.58884881,March,2024
New York,13-04-2024 04:07,10.76989699,42.25981898,9.415586017,26.45758545,April,2024
Houston,16-01-2024 06:15,-3.840955078,75.20735456,2.725588576,4.70266186,January,2024
Philadelphia,17-03-2024 16:37,22.96838338,43.77697323,7.416225166,15.71256524,March,2024
San Jose,23-02-2024 21:35,31.82747725,48.04820954,7.154575927,22.66477362,February,2024
San Jose,22-04-2024 12:52,18.76679276,34.78262162,4.578926799,2.678141132,April,2024
Chicago,15-03-2024 12:57,14.44475556,52.04532124,5.458643023,10.44113669,March,2024
Chicago,14-01-2024 06:54,25.07715136,48.26646059,3.957953152,13.80520656,January,2024
Philadelphia,08-03-2024 18:38,14.66286868,56.58704144,2.153735856,29.37423439,March,2024
Phoenix,01-02-2024 23:32,27.15347384,67.12559074,9.473760044,1.224777941,February,2024
San Jose,24-01-2024 04:42,2.923220101,53.21328313,8.516568761,28.62650326,January,2024
New York,20-02-2024 05:17,2.743749492,39.19691662,7.001088727,26.71481523,February,2024
Chicago,08-03-2024 06:23,17.20001985,39.10351044,4.108575458,17.43052007,March,2024
New York,08-03-2024 20:49,27.54831071,35.67152955,8.808684367,17.38035253,March,2024
Los Angeles,28-04-2024 19:53,16.40568201,86.29399997,1.567814132,5.482894838,April,2024
San Diego,23-04-2024 17:07,19.35158272,61.66197836,4.718671731,15.84443971,April,2024
Phoenix,06-03-2024 01:12,11.08408435,42.39110809,5.495708544,22.23032172,March,2024
New York,04-04-2024 06:13,2.301739947,67.65373402,6.858683423,11.7032005,April,2024
Houston,19-03-2024 03:21,20.90590812,66.36246248,0.23256928,24.8630193,March,2024
Dallas,29-03-2024 23:56,26.68698002,83.0641246,3.635906036,23.93908565,March,2024
Houston,10-01-2024 22:41,5.528839729,63.13968478,9.574454746,2.427190001,January,2024
Los Angeles,16-01-2024 15:42,30.19850572,83.6503262,9.790858853,7.389405727,January,2024
Chicago,25-04-2024 22:05,28.98925746,39.07580145,6.282878195,19.15100678,April,2024
Phoenix,23-01-2024 03:48,14.94603868,81.60687836,9.477529886,0.333983283,January,2024
Houston,08-03-2024 10:31,29.86883696,41.98519629,5.236960588,22.83154295,March,2024
Houston,29-02-2024 05:34,19.35124933,43.12552796,8.616991274,4.859681655,February,2024
San Jose,31-03-2024 02:29,34.16424304,58.01067036,8.573315219,18.25481036,March,2024
Chicago,26-03-2024 08:21,27.85052501,30.72533545,0.890104774,8.962210662,March,2024
Chicago,07-05-2024 23:41,7.12601683,69.85479499,1.39508418,26.43971689,May,2024
Chicago,15-03-2024 09:17,29.62629312,37.05452856,1.07720374,9.693408058,March,2024
Phoenix,21-04-2024 11:09,1.146912283,88.87906616,6.909309111,17.19414098,April,2024
San Antonio,29-01-2024 11:27,26.98881467,33.81932857,9.237217678,26.96436245,January,2024
San Antonio,05-01-2024 17:09,10.6207808,81.21099897,9.693137309,25.751535,January,2024
Houston,20-03-2024 21:27,30.93880052,39.81915555,6.737422531,27.19924563,March,2024
Houston,12-01-2024 23:33,17.0825651,67.3690585,3.508278719,26.09300138,January,2024
Dallas,24-04-2024 10:12,20.61082599,32.52280016,0.198900757,21.12592873,April,2024
Dallas,06-05-2024 08:48,12.80868294,42.15297541,2.621267391,14.60366753,May,2024
New York,06-01-2024 14:29,30.65544119,37.74545036,5.335592395,3.615059356,January,2024
San Antonio,27-03-2024 19:32,13.58868141,62.57577294,1.033056719,7.838054442,March,2024
Houston,01-01-2024 09:30,34.05043471,31.31039795,9.642671256,6.040252917,January,2024
San Diego,16-03-2024 16:39,31.14324187,56.82357531,1.000276062,4.718247822,March,2024
Chicago,17-02-2024 04:57,13.14551592,45.16141501,3.835726058,26.06424358,February,2024
Philadelphia,05-02-2024 11:43,39.13411171,39.66487258,2.40296314,13.1463531,February,2024
Houston,22-02-2024 09:27,35.88124887,39.20896057,4.856116075,23.23944443,February,2024
Los Angeles,31-01-2024 11:54,27.98090416,41.70670051,3.809396897,25.15883124,January,2024
Houston,15-05-2024 12:59,9.911179586,60.58617861,5.642477706,2.473330141,May,2024
San Jose,06-05-2024 17:38,-9.503827657,43.37175198,1.572877366,29.74895439,May,2024
Philadelphia,10-03-2024 13:07,-0.307056536,72.29308765,7.398415224,8.761641703,March,2024
New York,12-01-2024 03:43,28.81404981,79.56542325,5.998756249,21.6440622,January,2024
Houston,03-04-2024 21:23,12.2937256,64.49146421,5.516190867,0.273024671,April,2024
San Antonio,04-02-2024 01:00,33.81382535,66.42527956,8.953007545,21.13705692,February,2024
San Jose,16-01-2024 00:05,30.66717439,65.44194784,6.1625854,27.3530449,January,2024
New York,02-04-2024 11:42,20.53161655,56.73140714,9.8705788,29.32959856,April,2024
Philadelphia,06-01-2024 13:45,29.00397699,65.00463388,3.390784673,9.602316258,January,2024
San Antonio,15-02-2024 10:27,15.14047191,52.89237994,6.454983207,15.39072032,February,2024
San Jose,12-02-2024 09:57,13.30595484,82.50671186,5.065242552,28.28122183,February,2024
Los Angeles,18-04-2024 19:27,-2.785097552,61.23524723,9.701362741,26.79130326,April,2024
Dallas,22-03-2024 19:43,22.12972462,89.11890307,8.355580036,26.49322794,March,2024
San Antonio,12-01-2024 11:43,8.737026368,43.45855971,6.957324608,0.253118094,January,2024
San Jose,02-01-2024 03:08,37.5448843,40.54704345,0.224353893,19.06207443,January,2024
Los Angeles,15-02-2024 00:56,7.174032653,47.57650347,8.208553772,6.704474343,February,2024
Los Angeles,22-02-2024 04:11,-3.364679475,30.24841233,8.65424686,23.32348209,February,2024
Chicago,23-01-2024 12:40,-6.28428242,59.05555805,4.67862359,25.78003581,January,2024
San Jose,22-04-2024 13:47,18.26630963,47.8143676,9.469142245,24.25687742,April,2024
